epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.3377333333333333,8.77031104113025,0.001,0.226,13.626414765581686
2,0.3566666666666665,2.683212974119995,0.001,0.222,2.538090557758461
3,0.45439999999999997,1.26297137386959,0.001,0.24,2.047140696021558
4,0.47040000000000015,1.2001822053341402,0.001,0.228,2.237709425762168
5,0.4824000000000001,1.1473290134228433,0.001,0.262,1.8495561009909998
6,0.5045333333333332,1.133669836173382,0.001,0.206,2.1335231315004193
7,0.5317333333333332,1.0679460704056583,0.001,0.23,2.3700028351204727
8,0.5393333333333332,1.0392002817716288,0.001,0.244,2.7300361531446367
9,0.5526666666666666,1.0215428742292867,0.001,0.234,2.2191379053347258
10,0.5623999999999998,0.9658284095781631,0.001,0.224,2.653861617645684
11,0.5778666666666666,0.9396422752919729,0.001,0.224,2.948903621426618
12,0.6085333333333335,0.8982427485669493,0.001,0.234,2.652595931446289
13,0.6122666666666665,0.8888755577496412,0.001,0.244,2.8077999361313615
14,0.6378666666666666,0.8507066914379492,0.001,0.258,2.5943355749546946
15,0.6281333333333332,0.8428202060098522,0.001,0.246,2.589335499523202
16,0.6286666666666669,0.8387515222989945,0.001,0.226,2.3821068786321495
17,0.6788000000000001,0.7372460401626297,0.001,0.234,2.840339242302387
18,0.6841333333333333,0.7255343313003867,0.001,0.246,2.326416406219207
19,0.6949333333333335,0.7125576140184755,0.001,0.2,3.1230916337664287
20,0.6697333333333336,0.7553181382012814,0.001,0.226,2.4457564181926617
21,0.6917333333333333,0.7161143058652928,0.001,0.236,2.3511395697678275
22,0.6912000000000004,0.7118918987746483,0.001,0.194,2.3750477213485213
23,0.7053333333333337,0.667634634393976,0.001,0.21,2.733507268585537
24,0.7134666666666668,0.6676086949945446,0.001,0.208,2.9827808019150006
25,0.7249333333333334,0.6075130471065227,0.001,0.216,2.684760146282588
26,0.7222666666666666,0.6183906246783761,0.0005,0.248,2.686849590158466
27,0.7398666666666667,0.5910308337082057,0.0005,0.224,2.4178950248963003
28,0.7213333333333335,0.602186393573233,0.0005,0.238,2.8799144892118043
29,0.754933333333333,0.5530495167460789,0.0005,0.196,3.513968766744684
30,0.7626666666666666,0.5403860848135892,0.0005,0.216,3.351802664779873
31,0.7462666666666666,0.5567684578261897,0.0005,0.2,2.5467657140244646
32,0.7429333333333333,0.5634047611070304,0.0005,0.22,2.9372932996610905
33,0.7742666666666668,0.5052744970719876,0.0005,0.242,2.6717123533346703
34,0.7418666666666667,0.5596369456396082,0.0005,0.236,2.8484480967725285
35,0.7517333333333331,0.5459216879716284,0.0005,0.214,3.120407032862102
36,0.7379999999999995,0.5705196782869045,0.0005,0.208,2.5695741137876698
37,0.7727999999999998,0.518292173719097,0.0005,0.214,2.942906952319361
38,0.7705333333333333,0.5204092795396834,0.0005,0.254,2.9696569283912173
39,0.7573333333333332,0.5310694794240564,0.0005,0.216,3.3021674949539537
40,0.8006666666666666,0.4584312161002175,0.0005,0.232,2.7895190804947267
41,0.7803999999999998,0.5056553562121607,0.0005,0.242,2.5369070945345644
42,0.7822666666666668,0.482442322262334,0.0005,0.216,2.7709546373935847
43,0.7802666666666666,0.5010484977074224,0.0005,0.23,2.809184819738598
44,0.7923999999999998,0.46572732682725515,0.0005,0.218,3.035237576561077
45,0.8058666666666666,0.44765764135999064,0.0005,0.218,3.174248440246908
46,0.7977333333333334,0.4635451508408115,0.00025,0.224,2.8194785636650965
47,0.7990666666666673,0.461418257945399,0.00025,0.214,2.953279796166971
48,0.8146666666666662,0.42874502077628834,0.00025,0.23,3.0076627075391698
49,0.8058666666666664,0.43065724794957605,0.00025,0.22,3.430546827827838
50,0.8112000000000001,0.43300638212014675,0.00025,0.228,2.89098557054581
51,0.8018666666666667,0.4304624150877109,0.00025,0.218,2.819456696812721
52,0.8132,0.4279127940367543,0.00025,0.192,3.2976992611220335
53,0.8001333333333335,0.4355487034733897,0.00025,0.218,3.421276041952378
54,0.8114666666666666,0.42816776572910137,0.00025,0.244,3.1098695798379423
55,0.8315999999999998,0.39022756530785435,0.00025,0.218,3.3766269218245166
56,0.8046666666666664,0.4293792704720845,0.00025,0.204,3.025430529877564
57,0.8067999999999996,0.4238912357106823,0.00025,0.212,3.1794486979322354
