epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.23813333333333334,1.6137924853112096,0.000125,0.236,1.647672120750857
2,0.2685333333333334,1.5775771898794144,0.000125,0.198,1.7010329212569992
3,0.29559999999999986,1.5296620059798645,0.000125,0.242,1.792704123605592
4,0.3072,1.5093279451151218,0.000125,0.226,1.807616310727633
5,0.31026666666666675,1.4965318983514229,0.000125,0.214,1.7739240803176333
6,0.3212000000000002,1.4684374795322348,0.000125,0.236,1.7325389461480152
7,0.3386666666666666,1.4250342781804495,0.000125,0.204,1.7438246907169206
8,0.35040000000000016,1.4163103378709518,0.000125,0.2,1.784146619526962
9,0.3537333333333335,1.4170819735420652,0.000125,0.236,1.7790295405203647
10,0.3472000000000001,1.3979236783330706,0.000125,0.216,1.8559581025559415
11,0.3590666666666666,1.3548670024240008,0.000125,0.224,1.8199261203584975
12,0.36853333333333316,1.3678760809888484,0.000125,0.22,1.8313876645199703
13,0.36199999999999993,1.367246180505274,0.000125,0.238,1.7934033330102097
14,0.37426666666666647,1.3155607576760888,0.000125,0.22,1.799569596114667
15,0.36533333333333323,1.3301560940786123,0.000125,0.214,1.8350460855365334
16,0.3655999999999999,1.3572616374542528,0.000125,0.214,1.7948858230167204
17,0.3675999999999999,1.3298746062624547,0.000125,0.208,1.8536462059316197
18,0.36999999999999994,1.313844464841107,0.000125,0.238,1.848254370021776
19,0.3834666666666664,1.2978511555144965,0.000125,0.212,1.8912270828301307
20,0.3869333333333333,1.2989154552822262,0.000125,0.244,1.825720257114009
21,0.37573333333333325,1.308687784532284,0.000125,0.208,1.8070093440765007
22,0.3778666666666667,1.3070401476057887,0.000125,0.18,1.9513035526337772
23,0.3910666666666667,1.2866974172639107,0.000125,0.188,1.862114142377533
24,0.38920000000000016,1.2837029691847135,0.000125,0.192,1.9519405573390134
25,0.39440000000000003,1.2767998028720777,0.000125,0.214,1.8818280432312142
26,0.3907999999999999,1.2853439697168736,0.000125,0.192,1.893752911428218
27,0.39226666666666643,1.2676986634687013,0.000125,0.218,1.8616214599293284
28,0.40373333333333333,1.2498379621712785,0.000125,0.206,1.8221186537341918
29,0.39133333333333326,1.2661680619291849,0.000125,0.21,1.7479670934987803
30,0.38573333333333315,1.281781134511536,0.000125,0.206,1.7865335166053808
31,0.40266666666666673,1.246722907072933,0.000125,0.204,1.8110532941630695
32,0.39946666666666625,1.2690671953500021,0.000125,0.2,1.8820592877192555
33,0.396,1.2591397893601386,0.000125,0.204,1.84185277861997
34,0.4130666666666666,1.2286257406461951,0.000125,0.202,1.8283777177711564
35,0.4096,1.2336762048733048,0.000125,0.208,1.8482083106263483
36,0.41093333333333304,1.233319207334854,0.000125,0.208,1.9360057718207455
37,0.42013333333333314,1.220164171130478,0.000125,0.208,1.8824306338967998
