epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.36133333333333334,1.463606126236151,0.000125,0.268,1.6109776833506064
2,0.4031999999999998,1.361923245643059,0.000125,0.282,1.5558982330743896
3,0.4086666666666665,1.32050306756266,0.000125,0.332,1.5672063771355629
4,0.4314666666666666,1.2717059595030136,0.000125,0.3,1.5743942700323743
5,0.4502666666666667,1.252233181230132,0.000125,0.302,1.5598801571312682
6,0.4526666666666667,1.2140398104310441,0.000125,0.374,1.504270811063839
7,0.46186666666666665,1.1821550727896004,0.000125,0.32,1.5626538608978355
8,0.4644,1.1808365627866269,0.000125,0.33,1.5513632847639724
9,0.47759999999999997,1.150770165315278,0.000125,0.286,1.596325723747025
10,0.46733333333333316,1.1565567812011166,0.000125,0.352,1.5471716694422377
11,0.47199999999999986,1.1615304359677763,0.000125,0.346,1.5359546674287674
12,0.4926666666666664,1.135263257003927,0.000125,0.328,1.5408922656546205
13,0.48813333333333325,1.1300009768041537,0.000125,0.326,1.5645347330161257
14,0.4986666666666668,1.1040782261186204,0.000125,0.318,1.5408868701872491
15,0.5015999999999998,1.1001165590451973,0.000125,0.294,1.5907017715838911
16,0.5038666666666667,1.0946014180031645,0.000125,0.302,1.6221840287927154
17,0.4969333333333333,1.0973345174159719,0.000125,0.288,1.644108781574402
18,0.5327999999999999,1.0306520066195164,0.000125,0.288,1.6100951985907586
19,0.5330666666666665,1.0321109872686662,0.000125,0.324,1.5544947459940723
20,0.5339999999999998,1.0178791398301592,0.000125,0.294,1.5529969493081128
21,0.534,1.022285277605219,0.000125,0.338,1.5651411287721182
22,0.5346666666666666,1.0163004131645397,0.000125,0.306,1.676289242841593
23,0.5377333333333332,1.0205319770601777,0.000125,0.294,1.6403463945956165
24,0.5506666666666667,0.9984994765827448,0.000125,0.318,1.6587490288540279
25,0.5621333333333333,0.9766391213062788,0.000125,0.298,1.6358628265530377
26,0.5430666666666667,0.9901730285420475,0.000125,0.322,1.6049409621373045
27,0.5565333333333335,0.9786570437527541,0.000125,0.298,1.6555963740113422
28,0.5465333333333331,0.9632490760899003,0.000125,0.33,1.646745906315749
29,0.5625333333333334,0.9575267430592338,0.000125,0.282,1.60484787503536
30,0.5643999999999999,0.9508449191018375,0.000125,0.268,1.727687947369116
31,0.5716,0.9379137740293448,0.000125,0.302,1.66102221999176
32,0.5745333333333335,0.9335962663946213,0.000125,0.316,1.647282092763359
33,0.5894666666666669,0.9017434204060523,0.000125,0.31,1.6263971173983676
34,0.5851999999999999,0.9033273057550462,0.000125,0.324,1.6192531618260493
35,0.5880000000000001,0.9333858988182869,0.000125,0.304,1.64400531687118
36,0.6094666666666666,0.8952725052572679,0.000125,0.324,1.6018544420129277
37,0.5993333333333332,0.9003191319352145,0.000125,0.316,1.593812458463612
38,0.6002666666666665,0.8873384748434857,0.000125,0.336,1.5849644734004507
39,0.6099999999999998,0.861841520112025,0.000125,0.306,1.652130515506999
40,0.5949333333333332,0.9007203492005413,0.000125,0.278,1.6665584391380548
41,0.6117333333333334,0.8584479728076607,0.000125,0.306,1.6145560803384758
42,0.6197333333333331,0.8523187569451983,0.000125,0.282,1.7221884133928276
43,0.6078666666666666,0.8675943738151836,0.000125,0.33,1.645072242059587
44,0.6349333333333332,0.8299535528572675,0.000125,0.278,1.7117910330548205
45,0.6129333333333333,0.8473062547253015,0.000125,0.332,1.6058584282896904
46,0.6262666666666667,0.8306609501557944,0.000125,0.354,1.6159242855895135
47,0.6211999999999999,0.8483410603917372,0.000125,0.318,1.5881493173298205
48,0.6408000000000003,0.8074273539352222,0.000125,0.302,1.6644212772264773
49,0.639466666666667,0.7955325207853496,0.000125,0.314,1.6826631116659447
50,0.636,0.8108737843749689,0.000125,0.286,1.6724060002165542
51,0.6457333333333335,0.7829243069778343,0.000125,0.308,1.6265439169723208
52,0.6553333333333332,0.7719364073224239,0.000125,0.342,1.582935932757958
53,0.6717333333333335,0.7565662883691795,0.000125,0.306,1.614889690568642
54,0.6428,0.7995764793732519,0.000125,0.342,1.6095092425003994
55,0.6582666666666672,0.7730918304208123,0.000125,0.294,1.7406530650679357
56,0.6530666666666667,0.7816633732813243,0.000125,0.284,1.6659695665365823
57,0.6449333333333332,0.7988406413228362,0.000125,0.332,1.6931881264181325
58,0.6542666666666667,0.7642238137739042,0.000125,0.334,1.6436714983930691
59,0.6614666666666669,0.7574092954172086,0.000125,0.316,1.7318563248037755
60,0.6540000000000002,0.7714092514998602,0.000125,0.312,1.6455795128633013
61,0.6739999999999999,0.7302680305541519,0.000125,0.292,1.6789043115108224
62,0.64,0.7874673846325609,0.000125,0.33,1.5839524645320127
63,0.6661333333333335,0.7419325798576193,0.000125,0.324,1.5937726126668723
64,0.6822666666666667,0.6974695558403539,0.000125,0.29,1.656006853039959
65,0.7039999999999996,0.6690082586459839,0.000125,0.3,1.6577056230345122
66,0.6962666666666665,0.6830159836257456,0.000125,0.32,1.6135420992823317
67,0.6630666666666662,0.7306224394668864,0.000125,0.308,1.738121025965718
68,0.6825333333333333,0.7080741338402814,0.000125,0.292,1.6375669707889244
69,0.6907999999999999,0.6727675194302458,0.000125,0.29,1.6244736931733301
70,0.6594666666666668,0.7544525196297326,0.000125,0.338,1.5145709979086708
71,0.7033333333333336,0.668273885544219,0.000125,0.306,1.7039051767818196
72,0.6783999999999998,0.7113716129992851,0.000125,0.316,1.6051043933454934
73,0.6720000000000003,0.7387882669310392,0.000125,0.306,1.6479005310193604
74,0.6927999999999999,0.6858150241114492,0.000125,0.282,1.6502571543153817
75,0.6866666666666668,0.6847909734450548,0.000125,0.324,1.5904730751657592
76,0.6809333333333335,0.7021234951971299,0.000125,0.286,1.6329246613945276
77,0.6905333333333334,0.678188749520595,0.000125,0.25,1.7427686829912343
78,0.6890666666666669,0.6808946533378453,0.000125,0.268,1.73537593980502
79,0.6880000000000002,0.6724034330782461,0.000125,0.282,1.6372769186113907
80,0.6885333333333338,0.6819108522075824,0.000125,0.306,1.6423194628311584
81,0.7010666666666665,0.6509011992606812,0.000125,0.34,1.5582950356512852
82,0.6918666666666669,0.6701543395436796,0.000125,0.308,1.6480836294256638
83,0.6956000000000002,0.6654404629836101,0.000125,0.314,1.6448520839293959
84,0.7033333333333331,0.6456673890132204,0.000125,0.298,1.667447927380433
85,0.6909333333333331,0.6774322859838291,0.000125,0.306,1.706341072329376
86,0.705866666666667,0.6496069782527532,0.000125,0.306,1.6338331745510373
87,0.6886666666666666,0.6763935775033088,0.000125,0.288,1.7008966224240025
88,0.701733333333333,0.648905564721758,0.000125,0.338,1.5838869399259312
89,0.7074666666666667,0.6484062084055996,0.000125,0.304,1.5990384932257797
90,0.6847999999999997,0.6817874605069872,0.000125,0.314,1.5916351484761793
91,0.7025333333333331,0.6424645660999774,0.000125,0.348,1.5360172770928604
92,0.6973333333333332,0.6608938925730226,0.000125,0.3,1.6526356896568903
93,0.7125333333333335,0.6209578187234139,0.000125,0.264,1.6847678415932545
94,0.7095999999999999,0.6302967850985186,0.000125,0.324,1.6045680779271232
95,0.7054666666666669,0.6380394362280861,0.000125,0.292,1.5865096552920672
96,0.7030666666666668,0.6498301369895485,0.000125,0.284,1.6357692288077867
97,0.7107999999999997,0.6155295660872766,0.000125,0.302,1.614314548319182
98,0.7090666666666665,0.609084098749916,0.000125,0.296,1.6637339348068487
99,0.7070666666666667,0.6080337193478951,0.000125,0.31,1.6742113545985622
100,0.72,0.5993742266496228,0.000125,0.296,1.6178509846274864
101,0.6981333333333335,0.647268300910765,0.000125,0.292,1.6851716999361224
102,0.6881333333333332,0.6439883379547898,0.000125,0.308,1.6504048900673696
103,0.7037333333333338,0.6204185032165865,0.000125,0.294,1.666456862076906
104,0.7233333333333333,0.5998160374016392,0.000125,0.308,1.606061211913744
105,0.7063999999999997,0.6110795319142026,0.000125,0.298,1.5775818293207182
106,0.7193333333333333,0.6015716860826492,0.000125,0.3,1.6177311816312818
107,0.7074666666666667,0.6221819389757604,0.000125,0.308,1.6717277663807217
108,0.7199999999999999,0.6046051013710295,0.000125,0.298,1.6029239942210565
109,0.716533333333333,0.6076990169852763,0.000125,0.284,1.666194555433553
110,0.7149333333333334,0.5948812007627386,0.000125,0.282,1.658763169035357
111,0.7156000000000001,0.595702502399046,0.000125,0.316,1.673747406046334
