epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.20693333333333302,14.569945093738074,0.001,0.192,14.864679994179804
2,0.21559999999999988,14.177613624773489,0.001,0.228,13.521416930940916
3,0.21346666666666664,14.079063024449942,0.001,0.218,13.788758061484584
4,0.2197333333333334,13.491059855663359,0.001,0.21,14.158792955917223
5,0.2170666666666666,13.762786598105093,0.001,0.208,14.032820437892031
6,0.2181333333333334,13.595042881201346,0.001,0.202,13.79875596624986
7,0.2286666666666666,12.291623995677934,0.001,0.198,12.186076589316764
8,0.21586666666666676,8.774706486737681,0.001,0.214,8.836135519939548
9,0.21133333333333323,6.648658228224155,0.001,0.2,6.095022227650747
10,0.20839999999999992,4.806101977699365,0.001,0.2,8.227259167976204
11,0.21066666666666664,3.605761838586746,0.001,0.196,3.5810444418052767
12,0.2046666666666666,2.8630576072483453,0.001,0.214,3.1917185242972965
13,0.20599999999999993,2.5380049547095087,0.001,0.186,1.9484593079858639
14,0.20693333333333322,2.5857859276361745,0.001,0.214,2.178047148672202
15,0.20719999999999988,2.4039747852449334,0.001,0.224,1.88560760719489
16,0.21879999999999988,2.192065928013093,0.001,0.226,2.548500539721851
17,0.2245333333333333,2.0738715569474873,0.001,0.206,2.3393450407261622
18,0.2704,1.7737817490907322,0.001,0.224,2.0169084938457464
19,0.30613333333333337,1.6564939657611706,0.001,0.228,1.675973303630114
20,0.34439999999999993,1.561054062860489,0.001,0.236,1.784523353441005
21,0.3361333333333333,1.5105317835198644,0.001,0.206,1.7193203904426606
22,0.3642666666666666,1.414788166243293,0.001,0.248,1.7123578369318537
23,0.37079999999999985,1.355635315585002,0.001,0.204,1.7032238490134386
24,0.3646666666666667,1.5335400324052022,0.001,0.204,1.705867886953793
25,0.3741333333333333,1.3428751511607901,0.001,0.186,1.7293976294620101
26,0.3810666666666666,1.341283019921174,0.001,0.238,1.6814793208892256
27,0.3894666666666665,1.2822527524677334,0.001,0.232,1.679932754016525
28,0.40440000000000004,1.281243812536319,0.001,0.202,1.7496376266645677
29,0.4173333333333333,1.2590050723379067,0.001,0.236,1.7285720812106737
30,0.40693333333333326,1.387271433876637,0.001,0.198,1.7280461547971924
31,0.4292,1.2414776570285642,0.001,0.202,1.7361947936823514
32,0.4295999999999999,1.2236679594405522,0.001,0.226,1.7488556631490084
33,0.4294666666666663,1.2046873911028986,0.001,0.208,2.0825820534350883
34,0.43639999999999984,1.2138952345545975,0.001,0.22,1.8906734975238169
35,0.4381333333333331,1.2318347963899259,0.001,0.216,1.7728709917960066
36,0.45706666666666673,1.1907281465139261,0.001,0.198,1.7870910064363745
37,0.45746666666666647,1.1377161796899176,0.001,0.226,1.769677496063219
38,0.4779999999999999,1.1475664106223666,0.001,0.244,1.731582317921346
39,0.4670666666666667,1.1323868872126983,0.001,0.22,1.7021051154431084
40,0.4795999999999998,1.102258574063085,0.001,0.242,1.767846476280037
41,0.46320000000000017,1.1535790989934382,0.001,0.218,1.7468574825628844
42,0.48199999999999976,1.1028071798135364,0.001,0.23,1.8680361579315738
43,0.5048,1.0661687299364553,0.0005,0.198,1.875198252836598
44,0.48186666666666644,1.131817484638892,0.0005,0.228,1.7241057692136432
45,0.4898666666666667,1.0892396031504938,0.0005,0.218,1.7703851342151833
46,0.49173333333333347,1.0818300947567996,0.0005,0.244,1.7029449285316671
47,0.5013333333333333,1.0717717494511299,0.0005,0.226,1.7112414361097583
48,0.5025333333333334,1.0639100366434469,0.0005,0.22,1.778524124070143
49,0.5077333333333334,1.2468530338977546,0.0005,0.194,1.9019134230376018
50,0.5074666666666667,1.0584780799024167,0.0005,0.216,1.821950311069791
51,0.5069333333333332,1.044536855865892,0.0005,0.236,1.8000225144169038
52,0.5026666666666668,1.053961115999995,0.0005,0.234,1.8006412888551044
53,0.5005333333333334,1.0361840598394272,0.0005,0.218,1.820571942889025
54,0.5149333333333332,1.0316051458624778,0.0005,0.222,1.8562274772203287
55,0.5330666666666667,0.9911533741664794,0.0005,0.212,1.8038580239349664
56,0.5184,1.0406823767552074,0.0005,0.222,1.7799948318944439
57,0.5185333333333333,1.0806130457532424,0.0005,0.236,1.8770975810106847
58,0.5009333333333332,1.0672857048973063,0.0005,0.206,1.8440529852730965
59,0.5130666666666666,1.0211869199278842,0.0005,0.2,1.7677682662895884
60,0.532933333333333,1.0066922376172915,0.0005,0.244,1.7887373760718246
61,0.5374666666666665,0.9941964195063545,0.0005,0.25,1.786883430948813
62,0.5297333333333332,0.9962563174060438,0.0005,0.196,1.7693983595421052
63,0.5303999999999999,0.991414814886787,0.0005,0.242,1.8154224632762845
64,0.5305333333333332,1.0134423425742103,0.0005,0.206,1.8186010309793132
65,0.5378666666666665,1.015224098686584,0.0005,0.252,1.7689259179534367
66,0.5439999999999997,0.9784566076224744,0.0005,0.218,1.8560722269841174
67,0.5621333333333333,0.978034273104408,0.0005,0.226,1.8096709370699975
68,0.5462666666666665,0.9864203785391151,0.0005,0.218,1.8244294529048948
69,0.5566666666666665,1.00028588035079,0.0005,0.216,1.83829823998997
70,0.5613333333333336,0.9563177851413758,0.0005,0.258,1.8088986071292181
71,0.5424,0.9908651286276179,0.0005,0.196,1.8758445633059677
72,0.5539999999999999,0.9474441214679156,0.0005,0.174,1.9832183541273776
73,0.5812000000000002,0.9420510702101054,0.0005,0.204,1.8579612736760671
74,0.5495999999999998,0.9765600582462076,0.0005,0.232,1.9012948141651387
75,0.5682666666666666,0.9514025661582057,0.0005,0.222,1.8900840953315692
76,0.5522666666666666,0.9943251554563531,0.0005,0.182,1.9042375339457824
77,0.5698666666666665,0.9273541311479024,0.0005,0.19,1.8098426296283712
78,0.5814666666666667,0.9299720478670804,0.0005,0.248,1.8277124735187416
79,0.5705333333333334,0.9447703427848854,0.0005,0.216,1.80435721846845
80,0.5862666666666665,0.9275076604265365,0.0005,0.206,1.8987682443759113
81,0.5604,0.9575815323496062,0.0005,0.206,1.9539660721157672
82,0.5749333333333332,0.9276707004088136,0.0005,0.18,1.9558846402231107
83,0.5760000000000001,0.9086224955603484,0.0005,0.198,1.9713318461133964
84,0.5849333333333333,0.9914292118242565,0.0005,0.244,1.8981675332164698
85,0.5817333333333333,0.9460722364825438,0.0005,0.21,1.9868438168210893
86,0.5950666666666669,0.8890032271693461,0.0005,0.218,1.9005288863842091
87,0.5839999999999999,0.9132414972097967,0.0005,0.2,1.8417118278512117
88,0.6005333333333331,0.8960643828093257,0.0005,0.226,1.8091853421346582
89,0.6052000000000001,0.8909699983049789,0.0005,0.198,1.9216578593853575
90,0.6055999999999999,0.8816160311368607,0.0005,0.22,1.8901886014537341
91,0.6002666666666665,0.8634563526090262,0.00025,0.21,1.864096855856987
92,0.6321333333333333,0.8217295218944054,0.00025,0.226,1.8676010903517277
